desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,time
-0.104,-0.513,0.586,-0.104,-0.513,0.586,4.34439e-10,3.31221e-11,1.00332e-10,0.772
-0.204,-0.513,0.586,-0.204,-0.513,0.586,1.02281e-10,4.65084e-12,6.45923e-11,0.79
-0.304,-0.513,0.586,-0.304,-0.513,0.586,1.24758e-10,2.23924e-11,3.39272e-11,0.781
-0.204,-0.513,0.586,-0.204,-0.513,0.586,8.61099e-11,3.90943e-12,6.26978e-11,0.786
-0.204,-0.413,0.586,-0.203999,-0.413002,0.585991,1.24185e-06,2.15014e-06,9.33712e-06,0.777
-0.204,-0.513,0.586,-0.203999,-0.513002,0.585991,8.52172e-07,1.53787e-06,9.10529e-06,0.786
-0.204,-0.613,0.586,-0.203999,-0.613001,0.585991,6.29411e-07,5.19606e-07,8.71378e-06,0.778
-0.204,-0.513,0.586,-0.203999,-0.513002,0.585991,8.31669e-07,1.51536e-06,9.08417e-06,0.794
-0.204,-0.513,0.686,-0.204,-0.513,0.686,6.90947e-13,1.60792e-11,8.26792e-11,0.787
-0.204,-0.513,0.586,-0.204,-0.513,0.586,4.41092e-13,1.02607e-11,1.05302e-10,0.79
-0.204,-0.513,0.486,-0.204,-0.513,0.486,9.91707e-14,2.33713e-12,1.4958e-10,0.781
-0.204,-0.513,0.586,-0.204,-0.513,0.586,4.27158e-13,9.94516e-12,1.07153e-10,0.787
-0.261735,-0.570735,0.528265,-0.261735,-0.570735,0.528265,6.86047e-11,7.40179e-11,7.20046e-12,0.799
-0.204,-0.513,0.586,-0.204,-0.513,0.586,9.29871e-11,7.37097e-11,2.49748e-11,0.779
-0.261735,-0.570735,0.643735,-0.261741,-0.57073,0.64373,6.02061e-06,5.17332e-06,5.23925e-06,0.796
-0.204,-0.513,0.586,-0.204,-0.513,0.586,4.23393e-11,8.1702e-11,2.14384e-12,0.786
-0.261735,-0.455265,0.528265,-0.261728,-0.455258,0.528266,6.55954e-06,7.18055e-06,6.22558e-07,0.8
-0.204,-0.513,0.586,-0.203994,-0.512994,0.586,6.01416e-06,6.27665e-06,3.19355e-07,0.789
-0.261735,-0.455265,0.643735,-0.261735,-0.455265,0.643735,1.05315e-10,2.46298e-11,1.00622e-10,0.79
-0.204,-0.513,0.586,-0.204,-0.513,0.586,1.01469e-10,1.83497e-11,8.78179e-11,0.787
-0.146265,-0.570735,0.528265,-0.14626,-0.570728,0.528263,5.17407e-06,7.51864e-06,1.99325e-06,0.779
-0.204,-0.513,0.586,-0.204,-0.513,0.586,1.00319e-10,1.78388e-11,8.72636e-11,0.787
-0.146265,-0.570735,0.643735,-0.14626,-0.570729,0.643734,5.28959e-06,5.68186e-06,1.4798e-06,0.773
-0.204,-0.513,0.586,-0.203994,-0.512994,0.586,5.9968e-06,6.19939e-06,3.85247e-07,0.776
-0.146265,-0.455265,0.528265,-0.146265,-0.455265,0.528265,3.7852e-11,1.42805e-10,3.45302e-12,0.787
-0.204,-0.513,0.586,-0.204,-0.513,0.586,4.29309e-11,8.43909e-11,1.83686e-12,0.785
-0.146265,-0.455265,0.643735,-0.146265,-0.455265,0.643735,1.83095e-10,1.29125e-10,3.50924e-11,0.779
-0.204,-0.513,0.586,-0.204,-0.513,0.586,1.08908e-10,8.38258e-11,1.3732e-11,0.773
