desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,time
-0.104,-0.513,0.586,-0.104,-0.512999,0.586,2.62024e-07,1.19355e-06,4.85839e-08,143.831
-0.204,-0.513,0.586,-0.204,-0.512999,0.586,4.61579e-07,1.17727e-06,1.58421e-07,0.975
-0.304,-0.513,0.586,-0.304001,-0.512999,0.586,5.593e-07,1.15297e-06,2.90167e-07,0.983
-0.204,-0.513,0.586,-0.204,-0.512999,0.586,4.65898e-07,1.17584e-06,1.61315e-07,0.986
-0.204,-0.413,0.586,-0.204,-0.413,0.585999,1.39469e-07,2.38367e-07,1.0377e-06,0.988
-0.204,-0.513,0.586,-0.204,-0.513,0.585999,9.39657e-08,1.70125e-07,1.01133e-06,0.994
-0.204,-0.613,0.586,-0.204,-0.613,0.585999,6.9543e-08,5.59347e-08,9.67683e-07,0.979
-0.204,-0.513,0.586,-0.204,-0.513,0.585999,9.31733e-08,1.69271e-07,1.01031e-06,0.978
-0.204,-0.513,0.686,-0.204,-0.512999,0.686,4.83879e-08,1.12666e-06,7.80897e-08,0.997
-0.204,-0.513,0.586,-0.204,-0.512999,0.586,5.27821e-08,1.22897e-06,1.3471e-07,0.99
-0.204,-0.513,0.486,-0.204,-0.512999,0.486,5.85563e-08,1.36342e-06,3.39777e-07,0.99
-0.204,-0.513,0.586,-0.204,-0.512999,0.586,5.29034e-08,1.2318e-06,1.37549e-07,0.994
-0.261735,-0.570735,0.528265,-0.261736,-0.570734,0.528264,6.36977e-07,7.82106e-07,7.83839e-07,0.983
-0.204,-0.513,0.586,-0.204001,-0.512999,0.585999,8.71141e-07,9.24443e-07,7.01727e-07,0.995
-0.261735,-0.570735,0.643735,-0.261736,-0.570734,0.643734,6.65052e-07,5.76361e-07,5.83936e-07,0.977
-0.204,-0.513,0.586,-0.204001,-0.513,0.585999,8.90234e-07,4.74727e-07,5.25482e-07,0.989
-0.261735,-0.455265,0.528265,-0.261734,-0.455264,0.528265,7.28197e-07,8.0147e-07,7.10381e-08,0.993
-0.204,-0.513,0.586,-0.203999,-0.512999,0.586,6.67696e-07,6.94651e-07,3.79036e-08,0.971
-0.261735,-0.455265,0.643735,-0.261734,-0.455264,0.643735,7.4589e-07,9.04177e-07,5.2716e-08,0.977
-0.204,-0.513,0.586,-0.203999,-0.512999,0.586,6.76061e-07,8.89056e-07,1.13387e-07,0.983
-0.146265,-0.570735,0.528265,-0.146264,-0.570734,0.528265,5.73814e-07,8.33101e-07,2.24854e-07,0.982
-0.204,-0.513,0.586,-0.203999,-0.512999,0.586,6.75557e-07,8.87392e-07,1.15828e-07,0.986
-0.146265,-0.570735,0.643735,-0.146264,-0.570734,0.643735,5.86634e-07,6.2978e-07,1.67259e-07,0.984
-0.204,-0.513,0.586,-0.203999,-0.512999,0.586,6.67126e-07,6.91825e-07,4.03835e-08,0.98
-0.146265,-0.455265,0.528265,-0.146266,-0.455265,0.528264,1.17015e-06,3.79733e-07,5.12927e-07,0.986
-0.204,-0.513,0.586,-0.204001,-0.513,0.585999,8.95326e-07,4.74286e-07,5.24993e-07,0.979
-0.146265,-0.455265,0.643735,-0.146266,-0.455264,0.643734,1.22604e-06,1.07673e-06,6.22921e-07,0.992
-0.204,-0.513,0.586,-0.204001,-0.512999,0.585999,8.75687e-07,9.29437e-07,6.99047e-07,0.988
