timestamp,vx,vy,vz,vmag
0,-1.27461e-05,-1.28669e-05,-1.21937e-05,2.18336e-05
0.013,6.54764e-06,-5.84912e-06,-9.11169e-06,1.26533e-05
0.064,0.000574624,-3.49656e-08,-3.9752e-08,0.000574624
0.113,0.00140301,8.70212e-07,7.59331e-07,0.00140301
0.165,0.00332344,2.07027e-07,4.0684e-07,0.00332344
0.213,0.00494753,8.81691e-07,1.39959e-07,0.00494753
0.263,0.00718518,3.51296e-07,6.04132e-08,0.00718518
0.311,0.00903744,1.72337e-06,-2.05761e-07,0.00903744
0.364,0.0121575,-1.52036e-06,1.37098e-07,0.0121575
0.417,0.0152811,-4.31959e-06,4.59567e-07,0.0152811
0.465,0.0173225,-6.37252e-06,6.85617e-07,0.0173225
0.512,0.0190318,1.35614e-06,-3.49238e-07,0.0190318
0.562,0.0215188,7.96629e-07,-3.11132e-07,0.0215188
0.613,0.024254,-3.04432e-06,1.73054e-07,0.024254
0.663,0.0267737,-2.54581e-05,2.8668e-06,0.0267737
0.715,0.0297591,-7.83978e-05,9.4445e-06,0.0297593
0.764,0.0320482,-8.08425e-05,9.59079e-06,0.0320483
0.815,0.0347532,-6.89889e-05,7.94578e-06,0.0347532
0.865,0.0373013,-7.35259e-05,8.12104e-06,0.0373013
0.916,0.0399983,-8.09566e-05,8.84989e-06,0.0399984
0.965,0.0423038,-8.38369e-05,8.73526e-06,0.0423039
1.015,0.0447553,-8.1414e-05,8.28317e-06,0.0447554
1.066,0.0475719,-0.000115704,1.15136e-05,0.0475721
1.115,0.0497591,-9.52145e-05,9.08033e-06,0.0497592
1.164,0.0520464,-9.19052e-05,8.10874e-06,0.0520465
1.215,0.0547633,-0.00011088,9.8373e-06,0.0547634
1.265,0.0573164,-0.000131968,1.11236e-05,0.0573166
1.315,0.0597674,-0.000127941,1.04538e-05,0.0597675
1.366,0.0625888,-0.000182569,1.45255e-05,0.0625891
1.415,0.0647453,-0.000145526,1.08133e-05,0.0647455
1.465,0.0663561,-0.000151663,1.03167e-05,0.0663563
1.515,0.067394,-0.000136704,8.76489e-06,0.0673941
1.568,0.0665597,-0.000169425,1.06327e-05,0.06656
1.613,0.065551,-2.50351e-05,-1.03943e-06,0.065551
1.667,0.0628931,-0.000130128,6.78287e-06,0.0628932
1.715,0.0611852,-5.18047e-05,9.94907e-07,0.0611853
1.765,0.0588464,-3.95252e-05,6.95108e-09,0.0588464
1.813,0.0569648,2.04963e-05,-3.95583e-06,0.0569648
1.865,0.0540416,-2.12563e-05,-9.83197e-07,0.0540416
1.914,0.051864,6.07626e-06,-2.50776e-06,0.051864
1.963,0.0496095,2.91581e-05,-3.74162e-06,0.0496095
2.012,0.0473789,4.6819e-05,-4.53599e-06,0.047379
2.064,0.0443845,1.43839e-05,-2.36921e-06,0.0443845
2.112,0.0423979,4.3456e-05,-3.79403e-06,0.0423979
2.165,0.0391392,4.52351e-06,-1.42742e-06,0.0391392
2.216,0.0364493,-4.90066e-06,-7.39382e-07,0.0364493
2.267,0.0336248,1.58036e-05,-1.5334e-06,0.0336248
2.317,0.0311971,4.76465e-05,-2.91504e-06,0.0311972
2.365,0.0291338,4.89539e-05,-2.93375e-06,0.0291339
2.416,0.02645,6.21141e-06,-7.30659e-07,0.02645
2.463,0.0246586,1.52632e-05,-1.07756e-06,0.0246586
2.514,0.0219351,3.86248e-06,-5.10524e-07,0.0219351
2.564,0.0194039,2.26801e-06,-3.8981e-07,0.0194039
2.616,0.0164531,-5.19272e-06,-1.04128e-08,0.0164531
2.666,0.0138895,-2.93201e-06,-6.1614e-08,0.0138895
2.716,0.0114527,-2.63039e-06,-3.96112e-08,0.0114527
2.763,0.00966231,1.57566e-06,-1.86535e-07,0.00966231
2.814,0.00688228,9.65785e-07,-1.25545e-07,0.00688228
2.865,0.00430522,8.77733e-07,-8.99352e-08,0.00430522
timestamp,vx,vy,vz,vmag
0,1.98299e-05,1.96738e-08,-1.04419e-09,1.98299e-05
0.026,-0.000100788,6.29718e-09,-3.53062e-10,0.000100788
0.076,-0.000854428,1.82318e-08,-7.25031e-10,0.000854428
0.129,-0.00217588,7.83579e-08,-3.11078e-09,0.00217588
0.178,-0.00425504,-1.42245e-07,5.66196e-09,0.00425504
0.226,-0.00577962,9.47924e-07,-3.78871e-08,0.00577962
0.28,-0.00926551,-2.60741e-06,1.0488e-07,0.00926551
0.33,-0.0111657,-3.30119e-07,1.23199e-08,0.0111657
0.378,-0.0135036,-4.45429e-06,1.82533e-07,0.0135036
0.428,-0.0156667,-1.0727e-06,3.94004e-08,0.0156667
0.479,-0.0187282,-1.24079e-05,5.21678e-07,0.0187282
0.528,-0.0206247,-3.66163e-06,1.43315e-07,0.0206247
0.58,-0.0240002,-2.58485e-05,1.1263e-06,0.0240002
0.626,-0.0252086,-5.17815e-06,2.302e-07,0.0252086
0.68,-0.0289766,-9.15161e-05,4.36511e-06,0.0289768
0.729,-0.030786,-8.73204e-05,4.17442e-06,0.0307862
0.781,-0.0339707,-0.00010339,5.17427e-06,0.0339708
0.828,-0.0355894,-5.99701e-05,3.11453e-06,0.0355894
0.875,-0.0374898,-4.15911e-05,2.37169e-06,0.0374898
0.929,-0.0407861,-7.20019e-05,4.07173e-06,0.0407861
0.975,-0.0424884,-4.24589e-05,2.73389e-06,0.0424884
1.029,-0.0457819,-8.37016e-05,5.15731e-06,0.0457819
1.075,-0.0474865,-4.56598e-05,3.31528e-06,0.0474866
1.129,-0.0507767,-9.80842e-05,6.58271e-06,0.0507768
1.177,-0.0530667,-0.000105115,7.63115e-06,0.0530668
1.228,-0.0555743,-9.75287e-05,7.27512e-06,0.0555744
1.277,-0.0580604,-0.000120566,9.589e-06,0.0580605
1.329,-0.0607639,-0.000131562,1.05108e-05,0.060764
1.38,-0.0639153,-0.000252563,2.06226e-05,0.0639158
1.429,-0.0655215,-0.000144273,1.26112e-05,0.0655217
1.477,-0.0666331,-0.000129368,1.26292e-05,0.0666332
1.525,-0.0672653,-3.14564e-05,4.66869e-06,0.0672653
1.578,-0.0659964,-0.00012042,1.29367e-05,0.0659965
1.627,-0.0647368,-3.63356e-05,5.43124e-06,0.0647368
1.68,-0.0617455,-0.000148883,1.6344e-05,0.0617456
1.729,-0.0601991,-5.19012e-05,6.98872e-06,0.0601991
1.779,-0.0574596,-7.86782e-05,1.01299e-05,0.0574596
1.829,-0.0554638,-3.12776e-05,5.02736e-06,0.0554638
1.878,-0.052923,-2.82028e-05,5.01661e-06,0.052923
1.925,-0.051373,4.73219e-05,-3.19365e-06,0.051373
1.98,-0.0473747,-5.97423e-05,8.19649e-06,0.0473748
2.028,-0.0457985,4.80778e-06,8.06007e-07,0.0457985
2.076,-0.0436178,2.96352e-05,-2.00781e-06,0.0436178
2.127,-0.0410169,1.99277e-05,-1.23271e-06,0.0410169
2.178,-0.0380184,9.9222e-07,8.88905e-07,0.0380184
2.227,-0.0360235,2.42955e-05,-2.15123e-06,0.0360235
2.277,-0.0333379,4.76037e-05,-5.24254e-06,0.0333379
2.328,-0.0308398,6.45676e-05,-7.5639e-06,0.0308399
2.377,-0.0283376,4.34346e-05,-5.01009e-06,0.0283376
2.431,-0.0254136,-1.84382e-06,3.82364e-07,0.0254136
2.48,-0.0224209,-1.06608e-05,1.57611e-06,0.0224209
2.526,-0.0212213,6.99921e-06,-7.37358e-07,0.0212213
2.576,-0.0186228,5.06777e-06,-5.21424e-07,0.0186228
2.627,-0.0160178,4.09018e-07,4.56543e-08,0.0160178
2.679,-0.0127233,-2.50248e-06,4.05601e-07,0.0127233
2.727,-0.0110179,2.85725e-07,1.60184e-08,0.0110179
2.778,-0.00802357,7.44757e-07,-6.28797e-08,0.00802357
2.825,-0.00634148,1.74987e-06,-2.05954e-07,0.00634148
2.879,-0.00333124,1.04175e-06,-1.24526e-07,0.00333124
timestamp,vx,vy,vz,vmag
0,-1.60701e-05,1.59986e-08,-2.08406e-09,1.60701e-05
0.028,-0.000160211,-5.72653e-11,-2.35589e-11,0.000160211
0.077,-0.0010755,2.74481e-08,-3.75939e-09,0.0010755
0.126,-0.00197989,9.3031e-08,-1.26377e-08,0.00197989
0.174,-0.00351038,6.22091e-08,-8.46496e-09,0.00351038
0.227,-0.00612196,7.88798e-07,-1.07178e-07,0.00612196
0.278,-0.00898484,-1.96767e-06,2.68384e-07,0.00898484
0.329,-0.0111654,-3.26929e-07,4.28826e-08,0.0111654
0.374,-0.0126276,5.90946e-07,-8.10042e-08,0.0126276
0.426,-0.0154696,-3.30258e-08,-3.42952e-09,0.0154696
0.474,-0.0175446,3.73069e-07,-5.3813e-08,0.0175446
0.525,-0.0202261,2.54831e-07,-5.5258e-08,0.0202261
0.575,-0.0228116,-5.09746e-06,7.1613e-07,0.0228116
0.624,-0.0250087,-1.24116e-06,1.71243e-07,0.0250087
0.678,-0.0286678,-7.81539e-05,1.15518e-05,0.028668
0.726,-0.0303752,-7.2915e-05,1.0781e-05,0.0303753
0.776,-0.033067,-7.90879e-05,1.18983e-05,0.0330671
0.826,-0.0353809,-5.38529e-05,8.26533e-06,0.035381
