timestamp,vx,vy,vz,vmag
0,-1.41529e-05,-1.41127e-05,-1.41487e-05,2.44879e-05
0.023,0.000336745,-1.91396e-06,-1.92001e-06,0.000336756
0.072,0.0043523,1.11645e-06,7.4496e-07,0.0043523
0.119,0.00765095,1.62122e-06,7.6573e-07,0.00765095
0.17,0.0167626,-3.72268e-05,5.38568e-06,0.0167627
0.223,0.0295413,-7.67779e-05,1.01979e-05,0.0295414
0.273,0.0423871,-0.000196392,2.4937e-05,0.0423875
0.322,0.0517583,-0.000178631,2.22251e-05,0.0517586
0.37,0.0616515,-0.000249671,2.93218e-05,0.061652
0.423,0.075287,-0.000327701,3.79783e-05,0.0752877
0.473,0.0814252,-0.000426923,4.59439e-05,0.0814263
0.522,0.0847392,-0.000287318,2.93209e-05,0.0847397
0.569,0.0863366,-0.000131173,9.74656e-06,0.0863367
0.622,0.0882017,-0.000231696,1.96189e-05,0.088202
0.669,0.0886978,-6.92103e-05,1.00376e-06,0.0886978
0.72,0.0892862,-9.62115e-05,3.35692e-06,0.0892863
0.771,0.0896339,-0.000175598,8.81443e-06,0.0896341
0.819,0.0897256,-2.23065e-05,-4.66827e-06,0.0897256
0.874,0.0899848,-0.000377346,2.31298e-05,0.0899856
0.921,0.0899384,-0.000111944,2.18976e-06,0.0899385
0.975,0.090049,-0.000356577,1.84256e-05,0.0900497
1.021,0.0899897,-0.000107499,9.53046e-07,0.0899898
1.072,0.0900307,-0.000223826,7.11977e-06,0.090031
1.122,0.090021,-0.000156988,3.45062e-06,0.0900211
1.171,0.0900175,-0.000149554,1.42447e-06,0.0900176
1.221,0.0900102,-0.000105046,-4.96407e-07,0.0900103
1.273,0.0900537,-0.000296106,7.8048e-06,0.0900542
1.321,0.0900103,-0.000104849,-9.95962e-07,0.0900103
1.368,0.0899678,7.15811e-05,-9.36195e-06,0.0899678
1.424,0.090044,-0.000259477,5.20526e-06,0.0900444
1.47,0.0899991,-7.55182e-05,-3.33015e-06,0.0899991
1.52,0.0899963,-5.32626e-05,-3.60385e-06,0.0899963
1.571,0.0900111,-0.00014924,-1.21947e-06,0.0900113
1.621,0.090005,-0.000104959,-2.00537e-06,0.090005
1.669,0.089984,-1.73361e-06,-5.17448e-06,0.089984
1.721,0.0900029,-0.000105036,-2.19653e-06,0.0900029
1.772,0.090016,-0.000223262,-5.26671e-07,0.0900163
1.821,0.0900008,-0.000105104,-2.31558e-06,0.0900009
1.871,0.0900024,-0.000149462,-2.15568e-06,0.0900025
1.919,0.0899852,-1.44764e-06,-3.91656e-06,0.0899852
1.971,0.0899995,-0.000149503,-2.2703e-06,0.0899997
2.022,0.0900026,-0.000157095,-1.75577e-06,0.0900027
2.069,0.0899838,-1.42207e-06,-3.40532e-06,0.0899838
2.121,0.0899948,-0.000105209,-2.23588e-06,0.0899949
2.173,0.0900044,-0.000297685,-1.46342e-06,0.0900049
2.22,0.0898524,-4.84214e-05,-2.33369e-06,0.0898524
2.273,0.0870626,-0.000223978,-1.64909e-06,0.0870628
2.324,0.0836941,-0.000166026,-1.38008e-06,0.0836942
2.372,0.0752605,3.07552e-05,-1.57676e-06,0.0752605
2.422,0.0662025,9.0376e-05,-1.28856e-06,0.0662025
2.475,0.0515274,0.00010544,-8.99698e-07,0.0515275
