desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,time
-0.194,-0.513,0.586,-0.19494,-0.513003,0.586,0.000939894,2.74075e-06,3.71277e-07,0.494
-0.204,-0.513,0.586,-0.202837,-0.513004,0.586,0.0011627,3.55551e-06,4.64925e-07,0.47
-0.214,-0.513,0.586,-0.2131,-0.513003,0.586,0.000899929,2.50779e-06,3.55554e-07,0.501
-0.204,-0.513,0.586,-0.20494,-0.513003,0.586,0.000939645,2.77943e-06,3.92719e-07,0.494
-0.204,-0.503,0.586,-0.204,-0.50394,0.586003,4.05861e-07,0.000940222,2.50028e-06,0.48
-0.204,-0.513,0.586,-0.204,-0.511709,0.586003,3.19287e-07,0.00129083,3.39885e-06,0.47
-0.204,-0.523,0.586,-0.204,-0.522001,0.586002,2.22894e-07,0.00099923,2.44725e-06,0.48
-0.204,-0.513,0.586,-0.204,-0.514592,0.586004,3.72876e-07,0.00159239,4.08375e-06,0.44
-0.204,-0.513,0.596,-0.204,-0.513005,0.594629,1.71048e-07,4.61337e-06,0.00137071,0.459
-0.204,-0.513,0.586,-0.204,-0.513003,0.587045,1.4122e-07,3.28823e-06,0.00104478,0.483
-0.204,-0.513,0.576,-0.204,-0.513004,0.57737,1.79949e-07,4.18991e-06,0.00136974,0.458
-0.204,-0.513,0.586,-0.204,-0.513005,0.584566,1.96524e-07,4.57584e-06,0.00143398,0.455
-0.209774,-0.518774,0.580226,-0.209228,-0.518232,0.580771,0.000545402,0.000541117,0.000544858,0.481
-0.204,-0.513,0.586,-0.204825,-0.513831,0.585175,0.000824601,0.000831195,0.000825188,0.45
-0.209774,-0.518774,0.591774,-0.209168,-0.518171,0.591171,0.000605874,0.000602278,0.000602344,0.48
-0.204,-0.513,0.586,-0.204541,-0.513544,0.586544,0.00054099,0.000544209,0.000544328,0.488
-0.209774,-0.507226,0.580226,-0.208948,-0.508057,0.581055,0.000825073,0.000830612,0.000828023,0.448
-0.204,-0.513,0.586,-0.204545,-0.512459,0.585457,0.000544608,0.000541366,0.000542942,0.487
-0.209774,-0.507226,0.591774,-0.209031,-0.507975,0.591029,0.000742756,0.000748065,0.000744916,0.462
-0.204,-0.513,0.586,-0.204545,-0.512459,0.586543,0.000544676,0.000540959,0.000543331,0.478
-0.198226,-0.518774,0.580226,-0.198805,-0.518199,0.580804,0.000578353,0.00057458,0.000577021,0.476
-0.204,-0.513,0.586,-0.203458,-0.513545,0.585457,0.00054151,0.000545205,0.000542824,0.481
-0.198226,-0.518774,0.591774,-0.199149,-0.517856,0.590854,0.000922576,0.000917147,0.00091995,0.424
-0.204,-0.513,0.586,-0.203398,-0.513605,0.586603,0.000601563,0.000605199,0.00060347,0.485
-0.198226,-0.507226,0.580226,-0.198827,-0.507831,0.580832,0.000600867,0.000604896,0.00060514,0.485
-0.204,-0.513,0.586,-0.203252,-0.512257,0.585257,0.000748078,0.000743461,0.000743289,0.47
-0.198226,-0.507226,0.591774,-0.198894,-0.5079,0.591105,0.000667928,0.000673496,0.000668692,0.468
-0.204,-0.513,0.586,-0.203327,-0.512332,0.586673,0.000673126,0.000667638,0.00067256,0.471
