desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,time
-0.104,-0.513,0.586,-0.104342,-0.513,0.586,0.00034244,2.23137e-07,1.76572e-08,2.88
-0.204,-0.513,0.586,-0.203657,-0.513,0.586,0.000342579,2.29862e-07,2.93866e-08,2.878
-0.304,-0.513,0.586,-0.303657,-0.513,0.586,0.000342813,2.25623e-07,5.49806e-08,2.878
-0.204,-0.513,0.586,-0.204342,-0.513,0.586,0.000342443,2.26566e-07,3.26373e-08,2.883
-0.204,-0.413,0.586,-0.204,-0.413308,0.586,2.86136e-08,0.000308297,1.8069e-07,2.899
-0.204,-0.513,0.586,-0.204,-0.512577,0.586,1.93059e-08,0.000422889,2.03213e-07,2.872
-0.204,-0.613,0.586,-0.204,-0.612657,0.586,1.30444e-08,0.000342742,1.78992e-07,2.876
-0.204,-0.513,0.586,-0.204,-0.513308,0.586,1.59287e-08,0.000308239,1.75716e-07,2.906
-0.204,-0.513,0.686,-0.204,-0.513,0.685577,1.03062e-08,2.52593e-07,0.000422947,2.876
-0.204,-0.513,0.586,-0.204,-0.513,0.586277,9.01241e-09,2.09844e-07,0.000277336,2.916
-0.204,-0.513,0.486,-0.204,-0.513,0.486343,1.12758e-08,2.62544e-07,0.000342621,2.876
-0.204,-0.513,0.586,-0.204,-0.513,0.585658,1.03309e-08,2.40543e-07,0.000342445,2.875
-0.261735,-0.570735,0.528265,-0.261537,-0.570537,0.528463,0.000197818,0.00019754,0.000197821,2.888
-0.204,-0.513,0.586,-0.204198,-0.513198,0.585802,0.000197571,0.000197914,0.000197601,2.879
-0.261735,-0.570735,0.643735,-0.261537,-0.570537,0.643537,0.000197884,0.000197654,0.000197668,2.877
-0.204,-0.513,0.586,-0.20416,-0.51316,0.58616,0.00015995,0.000160183,0.000160192,2.919
-0.261735,-0.455265,0.528265,-0.261537,-0.455463,0.528463,0.000197688,0.000197982,0.000197823,2.895
-0.204,-0.513,0.586,-0.204198,-0.512802,0.585802,0.000197818,0.000197565,0.000197689,2.877
-0.261735,-0.455265,0.643735,-0.261557,-0.455443,0.643557,0.000177856,0.000178159,0.000177993,2.903
-0.204,-0.513,0.586,-0.204198,-0.512802,0.586198,0.000197875,0.000197571,0.000197765,2.881
-0.146265,-0.570735,0.528265,-0.146425,-0.570575,0.528425,0.000160381,0.000160149,0.000160322,2.912
-0.204,-0.513,0.586,-0.203802,-0.513198,0.585802,0.000197618,0.000197921,0.000197726,2.877
-0.146265,-0.570735,0.643735,-0.146463,-0.570537,0.643537,0.000197868,0.000197643,0.000197745,2.878
-0.204,-0.513,0.586,-0.203802,-0.513198,0.586198,0.000197572,0.000197821,0.000197704,2.874
-0.146265,-0.455265,0.528265,-0.146443,-0.455443,0.528443,0.000177836,0.000178133,0.000178158,2.904
-0.204,-0.513,0.586,-0.203802,-0.512802,0.585802,0.000197882,0.000197613,0.000197604,2.879
-0.146265,-0.455265,0.643735,-0.146425,-0.455425,0.643575,0.000159974,0.000160402,0.00016009,2.914
-0.204,-0.513,0.586,-0.203822,-0.512822,0.586178,0.000178142,0.000177774,0.000178104,2.905
