desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,time
-0.004,-0.513,0.586,-0.00523548,-0.513012,0.586,0.00123548,1.18851e-05,2.19013e-08,2.671
-0.204,-0.513,0.586,-0.2023,-0.513016,0.586002,0.00169987,1.55789e-05,1.8877e-06,2.635
-0.404,-0.513,0.586,-0.402295,-0.513015,0.586005,0.00170484,1.48561e-05,5.20554e-06,2.626
-0.204,-0.513,0.586,-0.205687,-0.513015,0.586002,0.00168722,1.53308e-05,2.3159e-06,2.627
-0.204,-0.313,0.586,-0.204002,-0.314693,0.586011,2.32472e-06,0.00169293,1.05068e-05,2.629
-0.204,-0.513,0.586,-0.204001,-0.511475,0.58601,9.30245e-07,0.00152546,9.52012e-06,2.652
-0.204,-0.713,0.586,-0.204001,-0.711303,0.58601,5.91388e-07,0.00169661,9.55585e-06,2.628
-0.204,-0.513,0.586,-0.204001,-0.514234,0.586008,6.85501e-07,0.00123352,7.77652e-06,2.679
-0.204,-0.513,0.786,-0.204,-0.513011,0.784307,4.70476e-07,1.10771e-05,0.00169264,2.627
-0.204,-0.513,0.586,-0.204001,-0.513013,0.587371,5.68412e-07,1.32348e-05,0.00137082,2.66
-0.204,-0.513,0.386,-0.204001,-0.513019,0.387692,8.36743e-07,1.94826e-05,0.00169155,2.626
-0.204,-0.513,0.586,-0.204001,-0.513016,0.584304,7.04465e-07,1.64027e-05,0.00169559,2.625
-0.31947,-0.62847,0.47053,-0.318485,-0.627501,0.471519,0.000984731,0.000969264,0.000989329,2.628
-0.204,-0.513,0.586,-0.204967,-0.51399,0.585032,0.000966713,0.000989636,0.000968447,2.63
-0.31947,-0.62847,0.70147,-0.318487,-0.627499,0.700498,0.000983513,0.000971337,0.000971589,2.627
-0.204,-0.513,0.586,-0.204966,-0.513984,0.586985,0.000966419,0.000984075,0.000984735,2.626
-0.31947,-0.39753,0.47053,-0.318501,-0.398521,0.471507,0.000969067,0.000991436,0.000977487,2.624
-0.204,-0.513,0.586,-0.204985,-0.512029,0.585022,0.000984668,0.000970523,0.000977588,2.626
-0.31947,-0.39753,0.70147,-0.318764,-0.398252,0.700757,0.000705842,0.000722211,0.000713001,2.673
-0.204,-0.513,0.586,-0.204984,-0.512032,0.586979,0.000984483,0.000968361,0.000978548,2.627
-0.0885299,-0.62847,0.47053,-0.089515,-0.627498,0.471514,0.000985013,0.000972303,0.00098364,2.634
-0.204,-0.513,0.586,-0.203029,-0.513987,0.585024,0.000970957,0.000986771,0.000976465,2.628
-0.0885299,-0.62847,0.70147,-0.0895136,-0.627498,0.700494,0.00098366,0.000972217,0.000975657,2.627
-0.204,-0.513,0.586,-0.203029,-0.513985,0.586978,0.000971027,0.000984696,0.000978377,2.624
-0.0885299,-0.39753,0.47053,-0.0894899,-0.398513,0.471516,0.000959915,0.000982705,0.000986367,2.626
-0.204,-0.513,0.586,-0.20301,-0.512029,0.585029,0.000989795,0.000971467,0.000970792,2.64
-0.0885299,-0.39753,0.70147,-0.0894864,-0.398523,0.700499,0.000956415,0.000993537,0.000971086,2.627
-0.204,-0.513,0.586,-0.20301,-0.512035,0.586987,0.000989651,0.000965209,0.000986801,2.63
