desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,time
-0.104,-0.513,0.586,-0.104879,-0.513003,0.586,0.000878734,3.11558e-06,1.73329e-07,1.88
-0.204,-0.513,0.586,-0.203287,-0.513003,0.586,0.000712937,2.6488e-06,3.24017e-07,1.912
-0.304,-0.513,0.586,-0.303118,-0.513003,0.586001,0.000881621,3.07626e-06,7.2963e-07,1.879
-0.204,-0.513,0.586,-0.204711,-0.513003,0.586,0.000711121,2.6077e-06,3.908e-07,1.912
-0.204,-0.413,0.586,-0.204,-0.413879,0.586003,3.7296e-07,0.000879094,2.73359e-06,1.879
-0.204,-0.513,0.586,-0.204,-0.512288,0.586002,2.19219e-07,0.000712351,2.27236e-06,1.919
-0.204,-0.613,0.586,-0.204,-0.61212,0.586002,1.46402e-07,0.000880309,1.9677e-06,1.879
-0.204,-0.513,0.586,-0.204,-0.513879,0.586003,2.36353e-07,0.000878928,2.6542e-06,1.895
-0.204,-0.513,0.686,-0.204,-0.513002,0.685359,9.99307e-08,2.38105e-06,0.000641192,1.921
-0.204,-0.513,0.586,-0.204,-0.513003,0.586879,1.37869e-07,3.21013e-06,0.000879005,1.879
-0.204,-0.513,0.486,-0.204,-0.513004,0.486879,1.52698e-07,3.5554e-06,0.000879225,1.899
-0.204,-0.513,0.586,-0.204,-0.513003,0.585208,1.30317e-07,3.03429e-06,0.000791758,1.906
-0.261735,-0.570735,0.528265,-0.261322,-0.570326,0.528678,0.000412697,0.000409444,0.000412917,1.913
-0.204,-0.513,0.586,-0.204368,-0.513372,0.585631,0.000368356,0.00037194,0.000368636,1.926
-0.261735,-0.570735,0.643735,-0.261225,-0.570229,0.643229,0.000509629,0.000506314,0.000506338,1.879
-0.204,-0.513,0.586,-0.204368,-0.513371,0.586371,0.00036828,0.000371035,0.000371139,1.923
-0.261735,-0.455265,0.528265,-0.26128,-0.455724,0.528722,0.000455377,0.000459087,0.00045703,1.909
-0.204,-0.513,0.586,-0.204458,-0.512545,0.585543,0.000458051,0.000455463,0.000456755,1.904
-0.261735,-0.455265,0.643735,-0.26128,-0.455724,0.643278,0.000455222,0.000459233,0.000456936,1.905
-0.204,-0.513,0.586,-0.204566,-0.512438,0.586564,0.000566094,0.000561593,0.000564446,1.889
-0.146265,-0.570735,0.528265,-0.146566,-0.570436,0.528565,0.000301117,0.000298683,0.000300485,1.927
-0.204,-0.513,0.586,-0.203701,-0.513301,0.5857,0.000298653,0.000301308,0.000299586,1.926
-0.146265,-0.570735,0.643735,-0.146636,-0.570366,0.643365,0.000371162,0.000369197,0.000369999,1.919
-0.204,-0.513,0.586,-0.203494,-0.513509,0.586508,0.000506335,0.000509038,0.000507789,1.88
-0.146265,-0.455265,0.528265,-0.146633,-0.455636,0.528636,0.000368007,0.000371186,0.000371456,1.926
-0.204,-0.513,0.586,-0.203587,-0.51259,0.58559,0.000413312,0.000410198,0.000410085,1.907
-0.146265,-0.455265,0.643735,-0.14677,-0.455776,0.643229,0.000504661,0.000510581,0.000506179,1.875
-0.204,-0.513,0.586,-0.203628,-0.512632,0.586371,0.000371899,0.000368101,0.000371465,1.924
