desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,time
-0.004,-0.513,0.586,-0.00498394,-0.513003,0.586,0.000983944,3.38857e-06,1.45298e-08,2.98
-0.204,-0.513,0.586,-0.203202,-0.513003,0.586,0.000797579,2.85534e-06,3.48079e-07,3.014
-0.404,-0.513,0.586,-0.403014,-0.513003,0.586001,0.00098643,3.19433e-06,1.11935e-06,2.975
-0.204,-0.513,0.586,-0.204884,-0.513003,0.586,0.000883837,3.04794e-06,4.58978e-07,2.997
-0.204,-0.313,0.586,-0.204001,-0.313984,0.586003,6.56701e-07,0.000983608,2.90545e-06,2.977
-0.204,-0.513,0.586,-0.204,-0.512283,0.586002,2.17272e-07,0.0007175,2.25069e-06,3.023
-0.204,-0.713,0.586,-0.204,-0.712015,0.586003,1.62758e-07,0.000984935,2.64297e-06,2.98
-0.204,-0.513,0.586,-0.204,-0.513581,0.586002,1.66325e-07,0.000580656,1.86458e-06,3.046
-0.204,-0.513,0.786,-0.204,-0.513002,0.785419,8.53745e-08,1.99857e-06,0.000580652,3.026
-0.204,-0.513,0.586,-0.204,-0.513002,0.586581,9.6889e-08,2.25595e-06,0.000580764,3.028
-0.204,-0.513,0.386,-0.204,-0.513003,0.38658,1.18022e-07,2.74801e-06,0.000580499,3.028
-0.204,-0.513,0.586,-0.204,-0.513002,0.585419,9.93239e-08,2.31265e-06,0.000581268,3.025
-0.31947,-0.62847,0.47053,-0.318901,-0.627904,0.4711,0.00056953,0.000566205,0.000570523,2.977
-0.204,-0.513,0.586,-0.204334,-0.513337,0.585666,0.000333599,0.000336843,0.000333852,3.03
-0.31947,-0.62847,0.70147,-0.319009,-0.628012,0.701011,0.000461414,0.000458545,0.000458592,3.011
-0.204,-0.513,0.586,-0.204458,-0.513461,0.586461,0.000458107,0.000461345,0.000461468,3.013
-0.31947,-0.39753,0.47053,-0.318961,-0.398044,0.471041,0.000509543,0.000514002,0.000511228,2.996
-0.204,-0.513,0.586,-0.204337,-0.512666,0.585665,0.000336604,0.000334047,0.000335312,3.031
-0.31947,-0.39753,0.70147,-0.319012,-0.397992,0.70101,0.000458384,0.000462372,0.000460135,3.014
-0.204,-0.513,0.586,-0.204462,-0.512542,0.58646,0.000461594,0.000457801,0.000460206,3.011
-0.0885299,-0.62847,0.47053,-0.0889455,-0.628057,0.470945,0.000415551,0.000412811,0.000415272,3.024
-0.204,-0.513,0.586,-0.203434,-0.51357,0.585432,0.000566104,0.00057049,0.000567641,2.977
-0.0885299,-0.62847,0.70147,-0.0889035,-0.628098,0.701098,0.000373551,0.000371779,0.000372316,3.029
-0.204,-0.513,0.586,-0.203434,-0.51357,0.586568,0.000565976,0.000569771,0.000568004,2.977
-0.0885299,-0.39753,0.47053,-0.0888629,-0.397866,0.470867,0.000332949,0.000336187,0.000336709,3.029
-0.204,-0.513,0.586,-0.203538,-0.512541,0.585541,0.000462385,0.000459027,0.000458905,3.009
-0.0885299,-0.39753,0.70147,-0.0888611,-0.397868,0.701136,0.000331117,0.000338451,0.000334038,3.028
-0.204,-0.513,0.586,-0.203663,-0.512666,0.586337,0.000337103,0.000333663,0.00033671,3.029
